Sentiment,reviews,Sentiment_predict,Publish
1," While travelling for business I had my family join me and we stayed at the Fairmont Chicago, Millennium Park. It is breathtakingly beautiful and plush. The rates for rooms, though not the cheapest choice are quite reasonable for such fabulous amenities. The room decor is elegant modern and my wife says the spa is divine! Guests of this hotel are able to live in luxury - every room is equipped with complementary coffee, access to high speed internet, bathrobes, and 42 inch flat screen televisions. Enjoy the gorgeous city views and live the good life at the Fairmont Chicago, Millennium Park. ",1,1
1,"My recent stay at the Fairmont Chicago Millennium Park was everything I desired and more for my luxury shopping weekend in Chicago. I loved the contemporary style of the rooms complete with modern conveniences like a 42 inch flat screen television and iPod docking station. I appreciated the walking distance to all of Chicago's premiere shopping areas. The concierge was extremely helpful in booking dinner reservations, while the bellman was excellent at providing me with private car service. The services I received at at mySpa were some of the best in the world. Dinner at aria restaurant was delicious. In short, Fairmont Chicago Millennium Park was the perfect luxury vacation, meeting all my needs and more!",1,1
1,"The atmosphere at this hotel is truly remarkable; it has a very modern feel. The rooms were very well designed, and the beds are not your average hotel room beds by any means. The pillow top beds made an already relaxed and comfortable stay that much more enjoyable. ",1,1
1,My husband and I stayed here for a short get-away weekend and loved it. It is so conveniently located close to Navy Pier and Michigan Ave. The staff was very helpful and the room was great. It was definitely worth every penny! I would recommend this hotel to anyone visiting Chicago.,1,1
1,"We recently stayed at the Fairmont Chicago Millennium Park while travelling for business. What an incredible experience! Friends had stayed there years ago, but when we showed them our photos, they couldn't believe the amazing renovations. While we loved the modern decor and style, our main reason for choosing this hotel was because of what they call Fairmont PURE rooms. I have had so many awful allergy attacks while travelling, so I wasn't too optimistic that they could actually make a truly hypoallergenic and allergy-free room. I have to say I felt great during our entire stay. We enjoyed a delicious bottle of wine and incredible cheese and appetizers at Eno. What a treat to get such amazing food and wine without even having to walk out of the hotel. This hotel is truly beautiful, everything you would expect from a high-end, big city hotel. Our stay at the Fairmont Chicago Millennium Park didn't disappoint us in any respect. Our only disappointment? We don't have a reason to go back to Chicago anytime soon, but I have a feeling we will be making reservations for another visit in the very near future. ",1,1
1,"This hotel is amazing, I would recommend everyone to stay at least one night here if they had the chance. I stayed here on my first honeymoon and they had all the accommodations I expected plus more. I was floored by the friendliness of the staff and they definitely went the extra mile to make everything perfect without any hassle. The restaurants at the Fairmont were amazing as well. When staying at this Hotel, food and wine at their best are portrayed. If I had to make the choice to stay here again, the only thing that I would do differently is schedule the stay to be twice as long (it was so relaxing!!). Already booked another stay for next year I enjoyed it so much. ",1,1
1,"My husband and I recently visited the Fairmont Chicago Millennium Park hotel on one of his business trips. I sometimes go along with him to see new places and to splurge on a mini-vacation while he is hard at work (don't worry- he likes when I return with little ""souvenirs"" for him, too). Aside from the lovely city of Chicago, this hotel was just amazing! We had gotten in quite late that evening from our flight from Houston and were so tired! The staff was genuine and friendly, all while being professional and prompt. We were quickly checked in and before we knew it we were in our beautiful room. Too tired to really take it in, we were in bed and asleep in minutes. The beds were quite welcoming! It wasn't until the next morning that we were able to really take in all of the beautiful features of this hotel! It's gorgeous! Everything was so clean and wonderfully decorated! The lobby somehow didn't make it into our sleepy eyes the night before, but it was just lovely! Later that evening we decided to eat at their sushi restaurant. Sushi is one of my husband's favorites, so he tends to be picky. They passed the test according to him! We also enjoyed a glass of wine there as well... everything tasted great and was of excellent quality. Of our two night stay there, the only downfall was one occasion of there not being enough towels (I use a lot of towels I suppose). However, a simple phone called prompted a quick delivery of fluffy additional ones. This however was only a minor bump in the road to an entirely enjoyable and relaxing stay! Overall-- we'd love to go there again! Maybe next time I can talk my husband into taking advantage of the spa... *wink* ",1,1
1,The windy city fairmont hotel is one of chicago's best recently renovated to bring it up to modern day luxury. With fine dining atmosphere and hotel deluxe suites and the view that is breath taking. This hotel can accommodate the guest no matter what you desire. with a fabulous restaurant on the 15Th floor with dinning at its best. With it over looking the great Chicago area. So the next time your in the windy city come and stay with us where you will be pamper by our fine staff.,1,1
1,"When I planned my summer vacation, I was wanting to travel somewhere new. Chicago was on my mind because of the fast city life. I got in a flight to Chicago and arrived at the Hard Rock Hotel. It was grand and I spent a total of 4 days and nights there. The luxury was exotic and the location was right around the corner from most shopping and dining venues. The room service had me drooling because the food was so delicious, I could hardly picture not feeling satisfied. I met up with a few of my friends and they offered me a tour around town. I enjoyed the stay there and will come back sooner than later. ",1,1
1,"When I first booked my reservation at this hotel, honestly, I didn't know what to expect. I mean, I'm kind of a music person, but this was my first real experience with a musically ""themed"" hotel. Upon staying here, however, I am convinced that I made the right choice in my stay. The dining accommodations were excellent, and I was served probably some of the best food I've ever eaten at a hotel. It was intelligently placed in downtown Chicago, and I wouldn't have to walk too far to see some street performers, or just take in the majesty of the city itself. The room I had booked had an excellent view of the skyline, and I could've easily sat for hours, just marveling at the city sprawled out before me. The whole ""Hard Rock"" and musical aspect of the hotel was just the icing on the cake of my stay. If I had to stay here again, I would! ",1,1
1,"The Hard Rock Hotel in Chicago has it all: location, comfort, and rockability! We stayed at the Hard Rock Hotel in Chicago recently and found it to be amazing! The location was perfect as it is walking distance to the Magnificent Mile, Navy Pier, and Lake Michigan. It was just a short ride by bus or cab to the sports stadiums, Shedd Aquarium or the Museum of Science and Industry! The food, although it was pricey, was great! There is a spa on site if you need a little time to relax and recoup after all that rockin', and if you have pets, they get the ROYAL treatment, complete with gifts! I would highly recommend the Hard Rock Hotel of Chicago! ",1,1
1,"Hard Rock Hotel is a must to visit. No matter what city your in Hard Rock Hotel is the place to stay. Filled with fun and unique traits to the rooms and dining. This Hotel is the place to be. Great views in every location, especially Chicago. The service is incredible along with the food and decor. The Hotel staff will help you feel right at home, no BETTER than home :)",1,1
1,"I was looking for an unique, hip experience in a hotel that offered the convenient location of downtown Chicago. My choice for hotel was obvious: Hard Rock Hotel Chicago. If you are wondering whether Hard Rock Hotels are schmaltzy or cliche, they are not. Hard Rock Hotel Chicago is modern, trendy and hip. It had an air that this was where musicians came to rock among the 40 stories, and there are details that you won't find elsewhere. For example, one interesting perk is some free iTunes downloads (I got ten) for guests. It's a fun place, hosting events such as Jack Daniel's 160th birthday.",1,1
1,"-Review of the Hard Rock Hotel- I find that the Hard Rock Hotel, located in Chicago, has extrodinary scenary. The hotel is extremely clean with shining furniture and the rooms are breathtaking. Hungry? Visit this hotel for yourself to see what excellence they provide at the dinner tables. The hotel also host events such as ballet, fun in the bar and a dj to name a few. This hotel is definitely worth your while. I will most definitely visit again. Book your reservation as soon as possible and don't forget your camera!",1,1
1,"I traveled to Chicago recently with my giant German Shepard dog Rex and picked the Hard Rock Hotel for the perfect location and because a close friend had warmly recommended their pet friendliness. The service truly is incredible. They even had a web-cam so I could check in on Rex while I was out for dinner in the evening and a friendly staff member took him for a walk when I could not make it home from a meeting the day after. The rooms really rock (pardon the pun). Nothing like the cheap plastic laminated stained carpet decor so common in other places that allow pets. The easy chair looked so good that I was almost afraid Rex would snack on it while I was out, but he seemed to like the guitar chew-toy that came with the pet package better. I would definitely recommend the Hard Rock Hotel to my friends - whether they travel with or without pets. ",1,1
1,"While making the obligatory trip to the Chicago area to visit family, we decided to make it fun for the teenage members of our group and reserved a couple of rooms at the Hard Rock Hotel Chicago. What a great decision! The rooms are very upscale at a reasonable price with great amenities. And, according the younger members of the family, ""very cool""! We can't wait to come back.",1,1
1,"Set up an important meeting for some clients at the Hard Rock Hotel Chicago. They were flying to Chicago for a special trip to checkout the music scene and to discuss business with my company. Naturally, they wanted to stay here. The client really seemed to like their rooms, but felt the Paul Reed Smith room was too cramped for our day-long meeting (330 sq ft.). In a panic, I contacted the HRH staff and they actually had another, bigger, room available. We quickly moved our meeting in the Birdland room for the rest of the day and the meeting was a rousing success. (Birdland room is 660 sq ft.) We have a new client and so does HRH. This is where the client wants to stay every time they fly in for future business meetings with us.",1,1
1,"I have to say that the Hard Rock Hotel in Chicago is a cool place to stay. When I first got there, getting checked in was very fast. The lady at the counter was nice and well spoken. The bellhop had out bags into the room very fast. The room was very hip and cool. There was musical items all over the place. I really loved the Beatles art that was in my bathroom. After being in the room a few minutes, I got a call from the front desk asking me if I liked my room. They also asked me if I would be interested in things like spa treatments and or if I needed to use their business room. I needed some things shipped while I was there, which they had supplies to help me with that. After getting some work done, I called the concierge if there was some really good pizza places around. They gave me information for 3 awesome places. I left and came back after having a night out on the town. They were very understanding that I was a wee bit out of it. I had more than pizza that night if you get my drift. When I got back to my room, the bed was so comfortable. I feel right off to sleep and had a good nights sleep. In the morning I order breakfast, which was really a Philly cheese steak. They will make anything you want anytime of day. I checked out by 9am with my bags feeling rested and very relaxed. Thank You Hard Rock, You Rock!",1,1
1,"My husband and I recently stayed at the Hard Rock Hotel Chicago and we can't wait to go back! The hotel is located in downtown Chicago and seems to be at the heart of the city, we were close to everything. The Hard Rock Hotel is forty stories high and the view from our room was simply breathtaking. The room itself was spotless and featured modern luxurious decor and furnishings. The bed was heavenly. The hotel staff was friendly, upbeat and extremely helpful, we asked for directions and restaurant recommendations and they were spot on with both. I highly recommend the Hard Rock Hotel in Chicago and I would stay there again in a heartbeat. ",1,1
1," The Hard Rock Hotel Chicago is great alternative to ordinary hotels. The hotel is decorated with a huge variety of music memorabilia that makes the stay worth it alone. The hotel is often visited by many talented artists including singers, dancers,actors etc. The staff were very polite and helpful and always pleasant. The rooms were very clean and nicely decorated, as were the common areas and hallways. I would highly recommend the hotel to anyone staying in the area.",1,1
1,"Upon arriving to the Hard Rock Hotel in Chicago, I was immediately impressed. The staff was friendly and checked us in quickly, which is important to me after a long trip. Our room was immaculate and decorated in a clean modern style. The bed was very comfortable, including the linens which felt high quality, unlike what you get at some other hotels. All this made for a great night sleep. Perhaps the most impressive part of our stay at the Hard Rock Hotel was their ""Party like a Rottweiler"" package we added to our reservation. For an additional fee we were able to bring our pet and were provided with treats, toys and best of all the pet cam! We left our dog in the room with a pet cam and were able to watch him throughout the day on my iPhone! All in all this was a great place to stay and I'd highly recommend it to anyone who wants to travel with their pet.",1,1
1,"This fantastic hotel has it all: luxury, an excellent location and a fun atmosphere. The rooms are spacious and well decorated, and the staff is always helpful and courteous. Whether you're traveling for business or fun, I highly recommend the Hard Rock Hotel in Chicago. I stayed there with my wife recently, we were on a short weekend break and we wanted to enjoy the music an just have fun. The Hard Rock certainly delivered what we were looking for. The hotel is in a central location, within easy reach of the main tourist spots in the city, however, there's superb food on site and the best entertainment you could wish for, so there's barely a need to leave to hotel! (well, we DID leave the hotel to see the sights, but you know what I mean). My wife and I particularly enjoyed the gym and spa facilities, including a relaxing massage. This hotel surpassed our expectations in every possible way, and we'll surely be staying there again the next time we visit the Windy City. ",1,1
1,"I recently stayed at the Hard Rock Hotel in Chicago while in town for business, and enjoyed my stay very much. I stayed in a room with a king bed, which was very comfortable. The room had all the things I needed for my stay, which was nice. The only thing is I think there was a party on my floor, but they quieted down quickly enough. My room even had an internet connection! I also had dinner one night at the China Grill, and it was an amazing meal! Overall, I had a great stay, and will return next time I am in Chicago.",1,1
1,"My husband and I recently stayed at your Hard Rock Hotel in Chicago, and what a fantastic experience it was. We stayed in one of the 'Extreme Suites' and let me tell you it was beautiful. The furniture and paintings were amazing and the view was to die for. The staff treated us really well and met all of our needs and then some. I especially loved the spa. We stayed for a week but I could have stayed a lot longer. It was very comfortable and welcoming. We will make sure to recommend your hotel to our friends and will be back the next time we are in Chicago. Thanks so much!",1,1
1,"I loved staying at the Hard Rock Hotel in Chicago, not only is it an amazingly friendly atmosphere, but they give me the option to bring my pet with me. They are a dog friendly hotel, it costs $55.00 a night for the dog to stay with you, but that beats the costs of paying a kennel to keep or your dog or a neighbor to watch them for you. I loved this option. They also give your animals a gift bag filled with treats, food, bowls and doggy clean up bags. I higly reccomend this hotel if you are looking for a place to bring your four-legged friend with you when you travel. ",1,1
1,"Staying at the Hard Rock Hotel is one of best bets you can ever make while traveling. I stayed at this one the last time I visited Chicago and it was just wonderful. The rooms are amazing and the one I stayed in had a great view of the city. The beds were comfortable and everything was really clean and neat, the Wi-Fi was really fast and always available and I liked the fact that you could get a guitar at the front desk and jam in your own room with a pair of headphones. I didn't have the chance to use the spa, but I could tell it was really nice and relaxing. I did go to the Base Bar a couple times for a drink, very cool atmosphere and great drinks to choose from. The Rock shop was pretty cool too and I bought a bunch of shirts to bring back home to family and friends. Overall I think this is one of the coolest hotels you could stay in, the experience is definitely different than any other hotel I've stayed in.",1,1
1,"After searching for the perfect hotel for my Chicago getaway I knew once I came across the Hard Rock Hotel, that this was the hotel for me. After seeing the exceptional accommodations the hotel offered, I booked my reservations right away. When I arrived at the hotel I was astonished at how beautiful and big the building and grounds were kept. I was greeted warmly by the front staff and received my room key within a few minutes. I was also given helpful pointers to nearby attractions and restaurants. I took the elevator up to my room, and when I opened the door my jaw dropped as the views of the Chicago skyline was impeccable. After relaxing I went down to the bar for a few cocktails and was impressed by the fast, courteous service I received. After my cocktail hour, I decided to unwind and let me tell you the beds must be sent from heaven. I had one of the best nights of sleep I have had in a long time. I highly recommend the Hard Rock as I have stayed at many around the US and this is definitely on my top 5 list. Hope you all enjoy it as much as I did, and I can't wait to return. Ashley B.",1,1
1,"the experince at the hard rock hotel in chicago was fantastic,i will rate them a 6 out of 5. they have wonderful service and great staff and the view is just wonderful.",1,1
1,"My husband and I satayed for two nights at the Hilton Chicago,and enjoyed every minute of it! The bedrooms are immaculate,and the linnens are very soft. We also appreciated the free wifi,as we could stay in touch with friends while staying in Chicago. The bathroom was quite spacious,and I loved the smell of the shampoo they provided-not like most hotel shampoos. Their service was amazing,and we absolutely loved the beautiful indoor pool. I would recommend staying here to anyone.",1,1
1,"The Hilton Chicago was amazing!! It is close to almost everything that Chicago has to offer! We could walk to Lake Michigan, Grant Park, Niketown, Watertower place, etc. The rooms were very nice and refreshed every day. Also, they allow pets!! You don't have to go far to get good food because they have a few different restaurants right there! Overall experience was an A++.",1,1
1,Excellent hotel in the heart of Chicago. The room we stayed in had a great view of Lake Michigan. We went in July for a vacation and everything is easily accesible from the hotel. Most major attractions are in around the Loop area. We also got a great deal on the price. I would recommend this hotel to anyone visiting Chicago - its in the right spot for both business and pleasure.,1,1
1,"The Downtown Chicago Hilton was the best combination of all the things we were looking for in a hotel- perfect location for both those of us who like shopping and those of us who prefer tourist attractions. Staying with a Hilton means the essentials are never a concern- as always, the room was clean and impeccably neat, the staff friendly and very capable. The wireless access and big flat screen TV were an added plus too! Best of all, it is a pet-friendly hotel, something that is unusual in bigger city 4-diamond hotels. Thanks, Chicago Hilton, for a great stay!",1,1
1,The Chicago Hilton is a great hotel our stay there was fantastic. The hotel is placed in the heart of the city were you can find it a easy walk to almost everything from the local colleges to the great restaurant that surround the city. The room itself was clean and the staff was fun and helpful. I can't really say anything bad about this place it was a great time and a great place to stay while we were there. ,1,1
1,"My husband and I stayed in the Hilton Chicago and had a very nice stay! The rooms were large and comfortable. The view of Lake Michigan from our room was gorgeous. Room service was really good and quick,eating in the room looking at that view, awesome! The pool was really nice but we didnt get a chance to use it. Great location for all of the downtown Chicago attractions such as theaters and museums. Very friendly staff and knowledgable, you cant go wrong staying here. ",1,1
1,"My stay here was superb. The view from my windows was stunning, as I looked out I could see the beautiful Grant Park. The room had a nice airy feel but was also warm and inviting. The bed was very comfortable. The wireless internet was fast and effective which is nice especially when on business trips. THe hotel is in walking distance to the museum which is nice for those on vaca. Overall I thouroughly enjoyed my stay here. ",1,1
1,"I stayed here for a weekend while visiting some friends in town. It was a little pricey, but definitely worth it! The staff was super friendly, the pool was clean and well-maintained, and they even had a really good veggie burger in the restaurant downstairs (I'm a vegetarian). Plus, I paid for a room with a lake view and it was gorgeous. I would definitely recommend. ",1,1
1,We chose to stay at the Hilton Chicago because it was in such a centralized location- everything that our family wanted to do in town was located so close! What I didn't expect was for the beds to be so comfortable. I can't remember when I got a better night's sleep. The staff was very friendly and the hotel grounds were impeccably kept. We'll be returning to the Hilton Chicago the next time we're in town!,1,1
1,"The Hilton Chicago is one of the best Hotels I have ever had the good fortune to lodge at in my entire life. It is an extremely luxirious hotel located on the ""Cultural Michigan Avenue Mile"", and it overlooks Grant Park, Lake Michigan, and Museum Campus. In addition to overlooking those wonderful sights, it's also located conveniently close to Chicago's convention center, McCormick Place Convention Center, as well as the business center, shopping and theatre. Furthermore, there are a myriad of attractions close to the hotel, such as Millenium Park, Buckingham Park, and the Sears Tower. The amenities offered by the Hilton Chicago hotel include 100% wireless Internet access in all guest rooms, 27"" inch flat screen televisions, a Serenity Bed, and two-line direct dial phones. And on top of all that, the hotel is pet friendly! I'll definitely be staying here again.",1,1
1,"The Hilton Hotel helped us make the most of our trip to Chicago. Not only are they centrally located near most of Chi towns hot spots, but they also helped coordinate discounted admissions to various other attractions. The Hilton is very classy with their accommodations. I will be returning at my earliest convenience, be it for business or pleasure.",1,1
1,"This hotel is located right in the hustle and bustle of the city of Chicago. It is ideal for the corporate executive. Not only in terms of location but the hotel offers a spectacular view of the ocean. The dining room is spacious and makes eating at this hotel a really pleasant experience. While dining the guest experiences a nice ambiance as they overlook the city, which is picturesque especially at night, when the city lights come on. The rooms are nice and spacious and allows the guest to get all their work done with a desk area. I would strongly recommend this hotel for the corporate executive!",1,1
1,The stay at the Hilton Chicago definetely felt like a vacation. Sleeping in that big wonderful bed felt like I was at home! The accommodations and hotel are beautiful. I especially enjoyed the gym. The staff was friendly and helpful. I would reccommend this Hotel to anyone who is looking for a home away from home.,1,1
1,"Last week I stayed at the Hilton Chicago for 4 days and 3 nights and I was very pleased with the experience. As soon as I approached the front desk, I knew right away the staff was friendly and courteous. They had given me a list of local attractions such as the Museum of Science and Industry, the Broadcast Museum, the Ford Center For The Performing Arts and Willis Tower. I stayed in a junior suite which included a king size bed, a 27 inch television, non-allergenic feather pillows and a variety of other amenities. The indoor pool was rather large as well as the gym which includes countless treadmills and even a jogging track. Eating in the area is not a problem as the Hilton Chicago is home to Kitty O'Sheas which is a restaurant offering authentic Irish fare. In conclusion, I had a wonderful time staying here and I can not wait to plan my return trip to the Hilton Chicago.",1,1
1,"Our stay at the Hilton Chicago was a pleasure from arrival to departure. The staff was super friendly and helpful, the room was very clean and the location was fantastic. The walking track was an especially nice touch. Highly recommended!",1,1
1,"great hotel. went for the weekend with my wife and had a wonderful time. The hotel is one of the cleanest well kept hotels i have stayed at. Beautifull location on michigan ave downtown chicago overlooking grant park beautifull scenery. Great staff and wonderfull food as well, i would recomend this hotel for anyone who is looking for a nice vacation or going for work.",1,1
1,"My family chose to stay at the Chicago Hilton during our last trip to the city. We wanted something luxurious and centrally-located without having to pay exorbitant prices. I can honestly say we made an excellent decision in picking the Hilton. The staff treated us well, the rooms were clean and roomy (we loved the Serenity beds), and the hotel itself is stunning. It was like stepping back in time. We loved that the Chicago Hilton was close to numerous attractions. The weather was lovely, so it was great to walk to Navy Pier, Sears Tower, and the Adler Planetarium. We will definitely stay at the Hilton the next time we are in Chicago.",1,1
1,"The Hilton in Chicago was awesome. The room was very clean and the hotel staff was very professional. One of the features I liked, was that in my room the internet access was wire and wireless, considering my laptop is not wireless, it help me out alot. Food was very good, quality was great. There was also a flat screen in my room...awesome. The hotel itself is locaated in the middle of alot of resturants with fin dinning. I also enjoyed the gym very much. Overall, I enjoyed myself, and I will stay again at the Hilton when I return to Chicago.",1,1
1,"Me and my wife recently stayed at the Hilton Chicago while on vacation, and I can't recommend it enough. The hotel is located right on Michigan Avenue in downtown Chicago, and right next to tons of great restaurants and stores. The rooms are spacious and elegant; they are modern and stylish without being crazy or garish. I especially liked the big flat screen TV and the very comfy bed, sleeping in hotel rooms is often far from relaxing but I had no problem falling asleep. I highly recommend the Hilton Chicago, I'll definitely stay there again. A+ ",1,1
1,"My boyfriend and I wanted to spend a four-day weekend in downtown Chicago and do all the touristy things; shop the Magnificient Mile, see Shedd aquarium, go to the museum of Science and Industry. Homewood Suites was conveniently located near all of these things. It was a luxurious treat of a weekend! We even swam in their rooftop indoor pool. It was also nice to have the amenities of a suite, so we could prepare our own meals some days. The staff was friendly and courteous (they even gave me an extra pillow on request!) and we would definitely stay there again.",1,1
1,"Homewood Suites by Hilton Chicago Downtown is a wonderful hotel. The hotel is very elegant, classy and only offers the best. The hotel offers complimentary breakfast, along with delicious meals and wines in the afternoons. The suites are very real designed and has a very upscale look. This wonderfully cozy yet graceful hotel leaves you with an experience of a lifeltime. I would recommend this awesome hotel to anyone that was looking for beautiful, yet comfortable hotel experience.",1,1
1,"If you want the downtown experience of a lifetime, with historical living that will bring you back to Chicago in the early 1900's look no further, the dining experience is as comfortable as the stay, service is immaculate, and just as you think things couldn't get any better, you are only a walk away from one of the most exciting cities in America: Chicago with fine dining and a late night rendezvous as exciting as the nightlife, you are sure to have your excitement whims met, and walk away with the memory of a lifetime. Believe me I did. Valued Customer, Josh",1,1
1,"This hotel gives you a lot for a reasonable price! It has a great downtown location and a lot of added bonuses. We loved the evening cocktail hour with free alcoholic beverages and appetizers. They also have complimentary breakfast and complimentary dinner. The fitness center was very clean, I didn't want to leave it! Our room was a spacious suite with a kitchen included! And I took advantage of the free grocery delivery. Beds are comfortable and the room looks like it was recently renovated. But the thing that really stood out was the teamwork of such a wonderful staff. We will be back to the Homewood Suites the next time we come to Chicago!",1,1
1,"Very nice hotel, better than expected. The hot breakfast is great in the morning, but the Dinner at night goes above and beyond (even free wine!) The rooms are pretty good size, well furnished, and clean. I liked the view from my room. I used the fitness center and although did not have everything I would have liked, was adequate. I will say the pool is really nice and offers a pretty sweet view. The staff was friendly and helpful; being my first time in Chicago they were able to point me in the right direction and saved me some frustration. I would definitely recommend this hotel. ",1,1
1,From the moment I walked in I was impressed. The staff was very courteous and knowledgeable and the atmosphere was welcoming. The hotel was spacious and glamorous without looking overindulgent. My room was very nice and comfortable with a beautiful view and all everything I would need was in my kitchen. I found the pool and gym to be fantastic and I could truly relax during my stay. I will definitely book another stay at this hotel. ,1,1
1,"To whom this may concern, my name is Jamie Brown, and i was a recent guest of yours between July 4th through July 10th, and your staff made my stay so comfortable i almost didnt want to leave. The Kitchen in the room and the complimentary grocery shopping service made me rethink leaving all together and when i didnt feel like cooking the complimentary welcome home dinner with a glass of wine, helped me clear my mind for all the paper work i had to look forward to. The free wireless internet access both in my room and sitting by the pool helped get all that done and helped me get my laps in as well. I really couldn't have asked for anything more! I felt like a queen and I never though I could feel that way just staying in a hotel. I thank you so very much for treating me so kindly and I will gladly be visiting you again very soon, only for more pleasure and way less business. Sincerely yours, Jamie Brown ",1,1
1,"I would first like to say how inviting the rooms themselves are. For my wife and I, we enjoy the warmer colors. Cleanliness along with excellent staff, made me feel away from home yet relaxed. Being right Downtown was perfect for location. The suites are very quiet as well. I surprised my wife with the ""Shopping Package"". What a hit! Thanks Homewood Suites by Hilton Chicago Downtown !!",1,1
1,"My stay at the Hilton was like living in luxury for a few days. I never wanted to go back home much less leave the hotel. During my stay I could work out in their facility and swim at no added charge. In fact, they didn't charge for WIFI, morning breakfast or their grocery shopping service. The lobby always had complimentary coffee, tea, soda and meals! I felt like a queen. This hotel deserves highest marks for service. ",1,1
1,"Upon entering Homewood Suites, I was greeted by incredibly friendly staff and my breath was taken by the beauty of the hotel. When I saw my room, I was immediately relieved because it provided all of the amenities needed for my week-long business stay (refrigerator, microwave, stove, dishwasher, flat panel TV). Best of all, the hotel has an on-site fitness center where I was able to work off all of the extra calories I consumed during the delicious complimentary breakfast. I couldn't resist their omelettes! The hotel is in the heart of Chicago and I must say, the city view from my room was priceless. Definitely recommended! ",1,1
1,"I work for a software marketing firm, and that job requires me to travel at least 100 days per year. I spend a large amount of time in hotels. I normally don't write reviews for hotels, but the Homewood Suites by Hilton were above and beyond. Let's start where it matters: the rooms. They are top notch. There's nothing better than walking in to a clean, beautiful rooms after a long day of travel. The beds are among the best I've ever slept in in hotels. The rest of the room is just as nice and makes me feel at home. The price: Low. I looked for similar rooms in the area at other hotels, and everything else was at least 10% more expensive. But you don't get what you pay for here. You get much more than that! The location: Couldn't be better. You want to go to a world class restaurant? That's within walking distance. You want a great shopping experience? Again, walking distance. Anything else you want? Chances are, it's within walking distance. Overall, one of the best hotels I've ever stayed in.",1,1
1,"The Homewood Suites by Hilton, in downtown Chicago, has to be one of the most comfortable and affordable hotels in the windy city. After asking the doorman, I discovered all guest suites in the entire establishment feature a two room layout with a fully equipped kitchen. The full sized refrigerator caused me to do a double take, as did the stove and LCD televisions. This is definitely the place to have a home away from home while in Chicago. It's mind blowing that a hotel this extravagant can have rates as low as $40 a night, which is what I payed when I stayed there in September. The atmosphere was warm and cozy, and the staff were all very friendly and professional.",1,1
1,"My stay at the Homewood Suites was absolutely one of my greatest stays away from home. The locations right in the heart of downtown Chicago. Within the River north shopping district.I love to shop so that was what i needed. Magnificent 2 room layouts with kitchen. The room was fully equipted with anything I needed,nice Flat screen along with a breakfast buffet and a fantastic complimentary dinner and wine. After dinner and wine I enjoyed the comfort of the heated indoor pool so relaxing. I would recommend these suites to everyone I know. ",1,1
1,"First of all when you check in the check in process is smooth and takes no time at all, the front desk is very friendly and kind and make sure you know where your room is. Then on the way to your room they have spots with chairs and a table to have a seat and visit with other guest if you prefer to be out of you room. The room it's self is very spacious and clean. The pool area is very clean and neat and you always have a towel, they never seemed to run out. The service is beyond exceptional. I would recommend staying at Homewood Suites by Hilton Chicago Downtown to anyone.",1,1
1,"Home away from home! The suites are amazing with great views of the city. The food is delious and served by an excellent staff. I loved the heated pool on the top floor, very relaxing after a long day of meetings. Great place to stay when your in Chicago!",1,1
1,"Downtown Chicago has a multitude of available hotels. However once youve decided to step away from the ordinary a fantastic way to get away from it all is by booking a stay at the Homewood suites. The combination of luxury and affordability is evident as soon as youve entered the glamourous lobby. The Downtown Homewood suites is located near all the attractions which make Chicago the diverse and culturally rich town that is world known. The hotel offers a free fitness center, high speed wireless internet as well as a complimentary buffet breakfast. Being a member of the Hilton family ensures the utmost in quality and service which has been observed by millions of customers around the world. ",1,1
1,"The Homewood Suites is one of my favorite hotels in Chicago! It is a great place to stay as a family. The last time my family and I visited Chicago, we stayed and picked the Shedd Aquarium package. What an amazing time! The Aquarium is great, and we saved a lot of money by buying this package. I also appreciated that fact that our room had a kitchen. With two really picky children, it was so nice to be able to cook, or at least to have the option. We also enjoyed the many neat facilities in the Homewood Suites Chicago Downtown. Nice pool, great workout room, breakfast buffet and the wine and beer dinner in the evening. I wouldn't stay anywhere else when I visit the Windy City!",1,1
1,"I travel often and whenever I travel I prefer to stay at Hilton properties. I am always satisfied with my stay at Hilton. locations. However, I have never stayed at a Homewood Suites location. This property was awesome and it was great to have the same satisfication when I arrived. The lobby area was excellent and the greeting from the front desk staff was wonderful! My room was in great condition! Absolutely no complaints. I just figured that a property like this should be recognized. Great job staff!!!! I will definitely return in the future!",1,1
1,"I really enjoyed staying at this hotel. The separated living room and bedroom made it feel like I was renting a nice furnished apartment instead of a hotel room. The kitchen was a comfort since I could prepare a meal for myself if I wished, and the refrigerator and microwave was a must since I never finish my meals when I go out to eat. I felt more at ease here rather than the detatched feeling I have with most hotels. I would recommend staying at this hotel if you want to feel comfortable and welcome in a sophisticated atmosphere.",1,1
1,"As a frequent traveler for both business and pleasure, clean and comfortable accommodations at a reasonable price are important to me. Homewood Suites Chicago provides all of that and more! The room was spacious and immaculately kept, with all the tools you could need to prepare a meal in the full-sized kitchen. After a busy work day, it was wonderful to be able to kick back in front of the huge flat-screen television to relax, with a spectacular backdrop of the city outside. I will definitely book a room next time in Chicago and I'll definitely continue to stay at Homewood Suites in other cities. ",1,1
